"자전거대여소명",자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
"가락마을810동앞",무인대여소,,세종특별자치시 고운동 1706,36.5070558198,127.2402789153,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"고운동",무인대여소,,세종특별자치시 고운동,36.510795,127.239786,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"고운동",무인대여소,,세종특별자치시 고운동,36.510333,127.239665,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"고운동",무인대여소,,세종특별자치시 고운동,36.510443,127.239400,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을102동앞",무인대여소,,세종특별자치시 종촌동 686,36.5009432258,127.2428848038,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을303동앞",무인대여소,,세종특별자치시 종촌동 679,36.5043400329,127.2432074916,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을310동앞",무인대여소,,세종특별자치시 종촌동 679,36.5043400329,127.2432074916,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을403동앞",무인대여소,,세종특별자치시 종촌동 640,36.5068944148,127.2433057192,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을502동앞",무인대여소,,세종특별자치시 종촌동 710,36.499491,127.246239,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을503동건너편",무인대여소,,세종특별자치시 다정동 57-1,36.499098,127.247137,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"종촌중학교",무인대여소,,세종특별자치시 종촌동 675,36.5026798689,127.2457134605,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"종촌동CGV앞",무인대여소,,세종특별자치시 종촌동 674,36.5026377909,127.24678733,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을523동앞",무인대여소,,세종특별자치시 종촌동 690,36.5007677342,127.2473805269,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"종촌동소망교회앞",무인대여소,,세종특별자치시 종촌동 705,36.502237,127.248841,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을801동앞",무인대여소,,세종특별자치시 종촌동 692-1,36.500587,127.249957,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"종촌동공영주차장앞",무인대여소,,세종특별자치시 종촌동 665,36.503582,127.249959,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1103동건너편상가",무인대여소,,세종특별자치시 종촌동 659,36.5042400941,127.24975694,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1103동건너편상가",무인대여소,,세종특별자치시 종촌동 659,36.5042400941,127.24975694,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을704동앞",무인대여소,,세종특별자치시 종촌동 701,36.506692,127.249642,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을911동앞",무인대여소,,세종특별자치시 종촌동 697,36.5005492123,127.2532938000,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1008동앞",무인대여소,,세종특별자치시 종촌동 656-1,36.501901,127.252239,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1009동건너편",무인대여소,,세종특별자치시 종촌동 697,36.5005492123,127.2532938000,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1102동앞",무인대여소,,세종특별자치시 종촌동 654,36.5037570802,127.2519632000,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가재마을1202동앞",무인대여소,,세종특별자치시 종촌동 701,36.504884,127.250973,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을101동앞",무인대여소,,세종특별자치시 아름동 1477,36.508983,127.241923,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기401동건너편",무인대여소,,세종특별자치시 아름동 1376,36.509118,127.250010,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기601동앞",무인대여소,,세종특별자치시 아름동 1357,36.5100314143,127.248654757,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"다올비즈니스센터앞",무인대여소,,세종특별자치시 아름동 1325,36.511843,127.242106,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동아카데미타워앞",무인대여소,,세종특별자치시 아름동 1318,36.5122194825,127.243379165,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름파출소앞",무인대여소,,세종특별자치시 아름동 1350,36.5114333177,127.247059,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동주민센터",무인대여소,,세종특별자치시 아름동 1286,36.5121799919,127.2472395285,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동해피라움4앞",무인대여소,,세종특별자치시 아름동 1362,36.5113487836,127.2497524768,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동해피라움3앞",무인대여소,,세종특별자치시 아름동 1360,36.5113826057,127.248956,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동해피라움1앞",무인대여소,,세종특별자치시 아름동 1458,36.511775,127.248980,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동해피라움2앞",무인대여소,,세종특별자치시 아름동 1458,36.511749,127.249558,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을1101동앞",무인대여소,,세종특별자치시 아름동 1458,36.511430,127.252312,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름고앞",무인대여소,,세종특별자치시 아름동 1322,36.5131454672,127.2451306218,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름중학교앞",무인대여소,,세종특별자치시 아름동 1321,36.514281,127.2450279869,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"선박안전기술공단건너편",무인대여소,,세종특별자치시 아름동 1302-1,36.515067,127.242564,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을1202동앞",무인대여소,,세종특별자치시 아름동 1276,36.5119010242,127.250942557,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름초등학교앞",무인대여소,,세종특별자치시 아름동 1275,36.5144869787,127.2515448161,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을808동앞",무인대여소,,세종특별자치시 아름동 1279,36.5137292956,127.2492071593,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을303동앞",무인대여소,,세종특별자치시 아름동 1297,36.5170891798,127.2445162068,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을1009동앞",무인대여소,,세종특별자치시 아름동 1277,36.5172529651,127.2500666283,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을1012동건너편",무인대여소,,세종특별자치시 아름동 1242,36.516766,127.251742,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"아름동(보듬로)",무인대여소,,세종특별자치시 아름동 1169,36.519640,127.253096,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"범지기마을1023동건너편",무인대여소,,세종특별자치시 아름동 1092,36.519458,127.249809,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종충남대학교병원버스정류장",무인대여소,,세종특별자치시 도담동 910,36.518883,127.256407,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을2002동건너편",무인대여소,,세종특별자치시 도담동 581,36.518269,127.262583,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동물댄동산감리교회",무인대여소,,세종특별자치시 도담동 628,36.5166541294,127.256673964,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동해피라움7상가쪽건너편",무인대여소,,세종특별자치시 도담동 679,36.5142278347,127.2576233214,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동해피라움7",무인대여소,,세종특별자치시 도담동 920,36.515974,127.258136,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1301동앞",무인대여소,,세종특별자치시 도담동 922,36.516176,127.261888,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동주민센터",무인대여소,,세종특별자치시 도담동 645,36.5154067231,127.2619058179,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담중학교",무인대여소,,세종특별자치시 도담동 922,36.515996,127.262992,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동까사누보주상복합",무인대여소,,세종특별자치시 도담동 674,36.5143696901,127.257934633,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동BRT",무인대여소,,세종특별자치시 도담동 660,36.5146291781,127.2585379097,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동BRT",무인대여소,,세종특별자치시 도담동 661,36.514439,127.258799,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동BRT",무인대여소,,세종특별자치시 도담동 662,36.513965,127.258868,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담동싱싱장터앞BRT",무인대여소,,세종특별자치시 도담동 647,36.514773,127.259256,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1105동앞BRT",무인대여소,,세종특별자치시 도담동 402,36.514210,127.259334,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1603동앞",무인대여소,,세종특별자치시 도담동 641,36.5142215573,127.2654315481,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도담고등학교",무인대여소,,세종특별자치시 도담동 642,36.5139582256,127.2638203119,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1008동앞",무인대여소,,세종특별자치시 도담동 853,36.5117877737,127.2609697216,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을204동앞",무인대여소,,세종특별자치시 도담동 917,36.512183,127.255733,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1509동건너편",무인대여소,,세종특별자치시 도담동 903,36.513438,127.266670,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1507동건너편",무인대여소,,세종특별자치시 연기면 세종리 산22-6,36.512181,127.266847,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1401동앞",무인대여소,,세종특별자치시 도담동 858-1,36.511149,127.264737,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을901동앞",무인대여소,,세종특별자치시 도담동 855,36.5098948584,127.2627103421,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을110동앞",무인대여소,,세종특별자치시 도담동 845,36.5100692929,127.2568265919,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을908동앞",무인대여소,,세종특별자치시 도담동 855,36.5098948584,127.2627103421,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"도램마을1411동앞",무인대여소,,세종특별자치시 도담동 858,36.5098616532,127.2659185693,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"양지고등학교",무인대여소,,세종특별자치시 도담동 903,36.508601,127.267945,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"인사혁신처앞",무인대여소,,세종특별자치시 어진동 530,36.5080727068,127.261119739,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"인사혁신처건너편상가",무인대여소,,세종특별자치시 어진동 547,36.5083076997,127.26244669,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동스타벅스세종청사점옆",무인대여소,,세종특별자치시 어진동 605,36.504864,127.270002,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국무조정실건너편",무인대여소,,세종특별자치시 어진동 734,36.502563,127.271983,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"정부청사관리본부",무인대여소,,세종특별자치시 어진동 556,36.5046144879,127.2651233483,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국토교통부정문",무인대여소,,세종특별자치시 어진동 717,36.504533,127.262057,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새만금개발청",무인대여소,,세종특별자치시 어진동 518,36.5019041611,127.2564227500,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"고용노동부BRT",무인대여소,,세종특별자치시 어진동 581,36.5013993927,127.2613870598,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호수공원수변공원",무인대여소,,세종특별자치시 어진동 638,36.499517,127.269599,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"문화체육관광부",무인대여소,,세종특별자치시 어진동 650,36.4978765296,127.265434016,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종국립도서관건너편호수공원방향",무인대여소,,세종특별자치시 연기면 세종리 1201,36.4971212479,127.2734522471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
LH세종특별본부,무인대여소,,세종특별자치시 어진동 658,36.4946855274,127.2657017824,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"행복도시세종홍보관",무인대여소,,세종특별자치시 연기면 세종리 551-6,36.4895840465,127.2701856275,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을124동앞",무인대여소,,세종특별자치시 다정동 363-433,36.489645,127.244876,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을104동앞",무인대여소,,세종특별자치시 다정동 38-28,36.491607,127.246134,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을117동앞",무인대여소,,세종특별자치시 다정동 22-8,36.493015,127.243938,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을511동앞",무인대여소,,세종특별자치시 다정동 323-7,36.494836,127.244934,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을1006동앞",무인대여소,,세종특별자치시 보람동 616-3,36.4836300672,127.293551825,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을1004동앞",무인대여소,,세종특별자치시 보람동 650-1,36.482637,127.293260,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종시청뒤편",무인대여소,,세종특별자치시 보람동 627-2,36.479932,127.287639,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"대평동BRT",무인대여소,,세종특별자치시 대평동 65-12,36.472159,127.275964,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종고속시외버스터미널BRT건너편",무인대여소,,세종특별자치시 대평동 643,36.470940,127.273169,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을101동앞",무인대여소,,세종특별자치시 보람동 664-102,36.4748741359,127.286248132,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을401동앞",무인대여소,,세종특별자치시 보람동 667,36.476563,127.289183,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을501동앞",무인대여소,,세종특별자치시 보람동 629-6,36.4769294246,127.29045574,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을604동앞",무인대여소,,세종특별자치시 보람동 633-9,36.478700,127.294820,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을902동앞",무인대여소,,세종특별자치시 보람동 634-8,36.479504,127.295566,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을1003동앞",무인대여소,,세종특별자치시 보람동 622-1,36.482549,127.293213,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을203동앞",무인대여소,,세종특별자치시 소담동 32-103,36.480826,127.299023,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을610동앞 건너편",무인대여소,,세종특별자치시 소담동 9-261,36.484880,127.301625,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을907동앞",무인대여소,,세종특별자치시 소담동 286-7,36.4890174504,127.2998412431,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을302동앞",무인대여소,,세종특별자치시 다정동 산29,36.496172,127.241700,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을325동옆",무인대여소,,세종특별자치시 다정동 307,36.496255,127.244723,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을610동옆",무인대여소,,세종특별자치시 다정동 산 26,36.497532,127.244926,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을201동앞",무인대여소,,세종특별자치시 다정동 산28,36.4961822427,127.2433872232,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"다정중북측(가온마을510동앞)",무인대여소,,세종특별자치시 다정동 38,36.494778,127.246459,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을616동앞",무인대여소,,세종특별자치시 다정동 4-3,36.496976,127.248791,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을801동앞",무인대여소,,세종특별자치시 다정동 17,36.495699,127.250118,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을1201동앞",무인대여소,,세종특별자치시 다정동 363-78,36.492900487,127.254617874,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을1001동앞",무인대여소,,세종특별자치시 다정동 363-72,36.4929799761,127.2536518433,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동포레뷰앞BRT",무인대여소,,세종특별자치시 나성동 736,36.490722,127.256191,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가온마을507동건너편",무인대여소,,세종특별자치시 다정동 6-7,36.4952959591,127.248540675,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"다정동리치타워앞",무인대여소,,세종특별자치시 다정동 363-183,36.493768,127.249401,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"호려울마을805동앞",무인대여소,,세종특별자치시 보람동 633-10,36.478607,127.295283,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"첫마을6단지상가옆",무인대여소,,세종특별자치시 한솔동 1237,36.474746,127.254865,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"첫마을6단지승강장",무인대여소,,세종특별자치시 한솔동 1229,36.475209,127.253187,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을215동앞BRT",무인대여소,,세종특별자치시 소담동 333-32,36.4821128045,127.2972484105,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을216동앞BRT",무인대여소,,세종특별자치시 소담동 32-123,36.4829318302,127.2979440429,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을309동앞BRT",무인대여소,,세종특별자치시 소담동 333-18,36.482649,127.297137,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
LH분양홍보관건너편,무인대여소,,세종특별자치시 나성동 59-4,36.481223,127.269095,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
LH분양홍보관건너편,무인대여소,,세종특별자치시 나성동 182-5,36.482087,127.268610,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
LH분양홍보관,무인대여소,,세종특별자치시 나성동 97-2,36.481510,127.268625,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동갈매로",무인대여소,,세종특별자치시 나성동 246-1,36.485519,127.266194,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동갈매로",무인대여소,,세종특별자치시 나성동 696-4,36.486225,127.265278,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동갈매로",무인대여소,,세종특별자치시 나성동 255-5,36.487286,127.264890,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동갈매로",무인대여소,,세종특별자치시 나성동 305-2,36.4893307610,127.2635950385,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동갈매로",무인대여소,,세종특별자치시 나성동 305-1,36.488917,127.263437,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종시지방자치회관건너편",무인대여소,,세종특별자치시 어진동 671,36.4951433187,127.262165495,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을803동앞BRT",무인대여소,,세종특별자치시 소담동 332-4,36.4873803230,127.3013539524,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을803동건너편BRT",무인대여소,,세종특별자치시 소담동 332-4,36.4873803230,127.3013539524,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을803동건너편BRT",무인대여소,,세종특별자치시 소담동 119,36.487293,127.302129,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국토연구원앞",무인대여소,,세종특별자치시 반곡동 771-124,36.491935,127.300010,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국책연구단지뒤",무인대여소,,세종특별자치시 반곡동 산56,36.492532,127.304452,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국책연구단지뒤",무인대여소,,세종특별자치시 반곡동 771-84,36.4918727279,127.304180,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국책연구단지남측",무인대여소,,세종특별자치시 소담동,36.491211,127.304154,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"국책연구단지남측",무인대여소,,세종특별자치시 반곡동 771-62,36.490897,127.303937,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"한국정책방송원건너편",무인대여소,,세종특별자치시 나성동 787,36.483099,127.262000,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"한국정책방송원동문건너편",무인대여소,,세종특별자치시 나성동 465,36.484577,127.262280,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동메가타워1건너편",무인대여소,,세종특별자치시 나성동 804,36.489334,127.258073,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동LG베스트샵건너편",무인대여소,,세종특별자치시 나성동 761,36.490977,127.256961,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"나성동J빌딩건너편",무인대여소,,세종특별자치시 나성동 801,36.491393,127.258282,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동세종파이낸스1차앞",무인대여소,,세종특별자치시 어진동 666,36.4974454006,127.2600280195,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동세종파이낸스1차건너편",무인대여소,,세종특별자치시 어진동 747,36.497901,127.260151,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동엘큐브리빙앞",무인대여소,,세종특별자치시 어진동 669,36.4963683317,127.262839454,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동푸르지오시티앞",무인대여소,,세종특별자치시 어진동 748,36.495997,127.263471,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진동세종세무서건너편",무인대여소,,세종특별자치시 어진동 747,36.496111,127.265634,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
